DATE,TIME,COLONY,LOCATION,SEX,AGE,CATEGORY,ITEM,SEVERITY,ACTION,OUTCOME,EQUIPMENT,NUMBER,NOTE,Year,Month,Severity_Score,Event_Count
6/2/2021,10:25:00,Pelican Point,Wreck,Male,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,152,-,2021,6,,1
6/2/2021,9:47:00,Pelican Point,Outside,Female,Adult,Fishing,Commercial Line,Very Severe,Rescue Attempt,Item Removed,Net,151,-,2021,6,4,1
6/2/2021,8:58:00,Pelican Point,Inside,Female,Subadult,Fishing,Commercial Line,Slight,Sighting,-,-,-,Animal Lost Within The Group,2021,6,1,1
6/2/2021,8:55:00,Pelican Point,Inside,Male,Pup,Fishing,Recreational Line,Slight,Rescue Attempt,Item Removed,Net,147,-,2021,6,1,1
6/2/2021,9:46:00,Pelican Point,Outside,Female,Pup,Industrial,Packaging Strap,Severe,Rescue Attempt,Item Removed,Net,150,-,2021,6,3,1
6/2/2021,8:57:00,Pelican Point,Inside,Female,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,Net,149,-,2021,6,,1
6/1/2021,10:17:00,Pelican Point,Jetty,Male,Pup,Fishing,Commercial Line,Slight,Sighting,-,-,-,Animal Lost Within The Group,2021,6,1,1
6/1/2021,10:16:00,Pelican Point,Jetty,Male,Pup,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,Net,146,-,2021,6,4,1
6/1/2021,9:14:00,Pelican Point,Inside,Male,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,145,-,2021,6,,1
6/1/2021,8:29:00,Pelican Point,Inside,Female,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,,144,-,2021,6,3,1
6/1/2021,8:28:00,Pelican Point,Inside,Male,Pup,Fishing,Net,Slight,Rescue Attempt,Item Removed,,143,-,2021,6,1,1
6/1/2021,8:27:00,Pelican Point,Inside,Male,Pup,Fishing,Commercial Line,Deceased Animal,Sighting,-,-,-,Animal Tied To #142,2021,6,,1
6/1/2021,8:26:00,Pelican Point,Inside,Female,Pup,Fishing,Commercial Line,Very Severe,Rescue Attempt,Item Removed,,142,Animal Tied To Deceased,2021,6,4,1
5/31/2021,9:06:00,Pelican Point,Outside,Male,Pup,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,,141,#NAME?,2021,5,4,1
5/29/2021,10:51:00,Cape Cross,Beach (S),Male,Pup,Domestic,Other,,Rescue Attempt,Item Removed,Net,140,Dog Toy,2021,5,,1
5/29/2021,9:34:00,Cape Cross,Walkway,Male,Pup,Domestic,Plastic Bag,,Rescue Attempt,Item Removed,,137,-,2021,5,,1
5/29/2021,10:52:00,Cape Cross,Beach (S),Female,Pup,Fishing,Recreational Line,Slight,Sighting,-,-,-,Animal Lost Within The Group,2021,5,1,1
5/29/2021,10:50:00,Cape Cross,Beach (S),Male,Pup,Fishing,Other,,Rescue Attempt,Item Removed,,139,Commercial Line Spool,2021,5,,1
5/29/2021,10:14:00,Cape Cross,Beach (S),Male,Subadult,Fishing,Net,Slight,Rescue Attempt,Item Removed,Net,138,-,2021,5,1,1
5/29/2021,8:54:00,Cape Cross,Beach (N),Male,Pup,Fishing,Recreational Line,Severe,Sighting,-,-,-,Animal Lost Within The Group,2021,5,3,1
5/29/2021,9:35:00,Cape Cross,Walkway,Male,Pup,Industrial,Rope,Slight,Sighting,-,-,-,Animal Too Close To The Water,2021,5,1,1
5/29/2021,8:55:00,Cape Cross,Walkway,Female,Juvenile,Industrial,Rope,Slight,Sighting,-,-,-,Animal Too Close To The Water,2021,5,1,1
5/27/2021,8:24:00,Pelican Point,Outside,Female,Juvenile,Domestic,Clothing,,Rescue Attempt,Item Removed,Net,130,-,2021,5,,1
5/27/2021,10:23:00,Pelican Point,Jetty,Female,Pup,Fishing,Recreational Line,Slight,Rescue Attempt,Item Removed,,135,-,2021,5,1,1
5/27/2021,9:48:00,Pelican Point,Inside,Male,Juvenile,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,,134,-,2021,5,1,1
5/27/2021,9:00:00,Pelican Point,Point,Male,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,,133,-,2021,5,,1
5/27/2021,8:25:00,Pelican Point,Outside,Female,Subadult,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,Net,131,-,2021,5,1,1
5/27/2021,10:24:00,Pelican Point,Jetty,Male,Pup,Industrial,Gasket,,Rescue Attempt,Item Removed,,136,-,2021,5,,1
5/27/2021,8:26:00,Pelican Point,Outside,Female,Pup,Industrial,Rope,Slight,Rescue Attempt,Item Removed,,132,-,2021,5,1,1
5/26/2021,8:30:00,Pelican Point,Inside,Male,Adult,Industrial,Packaging Strap,Slight,Rescue Attempt,Item Removed,Net,129,-,2021,5,1,1
5/25/2021,9:22:00,Pelican Point,Inside,Male,Pup,Fishing,Recreational Line,Slight,Rescue Attempt,Item Removed,Net,127,-,2021,5,1,1
5/25/2021,10:04:00,Pelican Point,Inside,Female,Pup,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,,128,-,2021,5,4,1
5/25/2021,8:50:00,Pelican Point,Point,Male,Pup,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,126,-,2021,5,4,1
5/25/2021,8:49:00,Pelican Point,Point,Male,Pup,Industrial,Rope,Severe,Rescue Attempt,Item Removed,,125,-,2021,5,3,1
5/25/2021,8:48:00,Pelican Point,Point,Female,Pup,Industrial,Rope,Slight,Rescue Attempt,Item Removed,,124,-,2021,5,1,1
5/24/2021,8:23:00,Pelican Point,Wreck,Male,Pup,Fishing,Recreational Line,Slight,Rescue Attempt,Item Removed,Net,123,#NAME?,2021,5,1,1
5/22/2021,8:52:00,Pelican Point,Inside,Male,Pup,Domestic,Plastic Bag,,Rescue Attempt,Item Removed,,120,-,2021,5,,1
5/22/2021,10:04:00,Pelican Point,Outside,Female,Pup,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,Net,122,-,2021,5,4,1
5/22/2021,10:03:00,Pelican Point,Outside,Male,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,,121,-,2021,5,,1
5/20/2021,8:59:00,Pelican Point,Inside,Female,Pup,Domestic,Other,,Rescue Attempt,Item Removed,Net,118,Strainer,2021,5,,1
5/20/2021,10:03:00,Pelican Point,Jetty,Female,Adult,Fishing,Commercial Line,Severe,Sighting,-,-,-,Animal Lost Within The Group,2021,5,3,1
5/20/2021,10:02:00,Pelican Point,Jetty,Male,Pup,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,,119,-,2021,5,4,1
5/20/2021,8:58:00,Pelican Point,Inside,Male,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,117,-,2021,5,,1
5/20/2021,8:20:00,Pelican Point,Inside,Female,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,,115,-,2021,5,,1
5/20/2021,8:57:00,Pelican Point,Inside,Female,Pup,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,,116,-,2021,5,4,1
5/18/2021,9:32:00,Pelican Point,Outside,Female,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,113,-,2021,5,3,1
5/18/2021,9:31:00,Pelican Point,Outside,Male,Juvenile,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,112,-,2021,5,3,1
5/18/2021,8:46:00,Pelican Point,Inside,Male,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,111,-,2021,5,3,1
5/18/2021,8:18:00,Pelican Point,Jetty,Male,Adult,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,Net,109,#NAME?,2021,5,1,1
5/18/2021,16:27:00,Other,Walvis Bay,Male,Adult,Industrial,Packaging Strap,Severe,Rescue Attempt,Item Removed,Hook,114,-,2021,5,3,1
5/18/2021,9:33:00,Pelican Point,Outside,Male,Adult,Industrial,Rope,Very Severe,Sighting,-,-,-,Animal Too Close To The Water,2021,5,4,1
5/18/2021,8:19:00,Pelican Point,Jetty,Male,Adult,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,110,-,2021,5,,1
5/17/2021,10:25:00,Cape Cross,Beach (N),Male,Pup,Domestic,Plastic Wrap,Slight,Rescue Attempt,Item Removed,,107,-,2021,5,1,1
5/17/2021,10:26:00,Cape Cross,Beach (N),Male,Pup,Fishing,Recreational Line,,Rescue Attempt,Item Removed,,108,-,2021,5,,1
5/17/2021,10:03:00,Cape Cross,Beach (N),Male,Pup,Fishing,Recreational Line,Slight,Rescue Attempt,Failure,-,-,Escape,2021,5,1,1
5/17/2021,10:02:00,Cape Cross,Beach (N),Male,Juvenile,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,Net,106,-,2021,5,4,1
5/17/2021,9:40:00,Cape Cross,Beach (N),Male,Pup,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,,105,-,2021,5,4,1
5/17/2021,8:19:00,Cape Cross,Walkway,Male,Pup,Fishing,Recreational Line,Slight,Rescue Attempt,Item Removed,,103,-,2021,5,1,1
5/17/2021,8:20:00,Cape Cross,Beach (N),Female,Juvenile,Industrial,Packaging Strap,Severe,Rescue Attempt,Item Removed,Net,104,-,2021,5,3,1
5/16/2021,18:15:00,Pelican Point,Outside,Female,Subadult,Fishing,Commercial Line,Slight,Rescue Attempt,Failure,-,-,Escape,2021,5,1,1
5/14/2021,8:47:00,Pelican Point,Outside,Female,Subadult,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,100,-,2021,5,,1
5/14/2021,10:01:00,Pelican Point,Wreck,Male,Pup,Industrial,Packaging Strap,Severe,Rescue Attempt,Item Removed,Net,102,-,2021,5,3,1
5/14/2021,9:32:00,Pelican Point,Inside,Female,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,,101,-,2021,5,,1
5/13/2021,8:18:00,Pelican Point,Wreck,Male,Pup,Domestic,Clothing,,Rescue Attempt,Item Removed,,95,T-shirt Cuff,2021,5,,1
5/13/2021,9:28:00,Pelican Point,Point,Female,Juvenile,Fishing,Net,Severe,Rescue Attempt,Item Removed,Net,98,-,2021,5,3,1
5/13/2021,9:29:00,Pelican Point,Point,Male,Pup,Industrial,Rope,Slight,Rescue Attempt,Item Removed,,99,-,2021,5,1,1
5/13/2021,9:14:00,Pelican Point,Inside,Female,Pup,Industrial,Packaging Strap,Slight,Rescue Attempt,Item Removed,Net,97,-,2021,5,1,1
5/13/2021,9:13:00,Pelican Point,Inside,Female,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,,96,-,2021,5,,1
5/12/2021,18:23:00,Pelican Point,Inside,Male,Pup,Industrial,Packaging Strap,Slight,Rescue Attempt,Item Removed,Net,94,-,2021,5,1,1
5/11/2021,9:45:00,Pelican Point,Wreck,Female,Adult,Fishing,Commercial Line,Very Severe,Sighting,-,-,-,Animal Lost Within The Group,2021,5,4,1
5/11/2021,8:59:00,Pelican Point,Inside,Female,Subadult,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,93,#NAME?,2021,5,,1
5/11/2021,8:58:00,Pelican Point,Inside,Male,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,,92,-,2021,5,,1
5/11/2021,9:46:00,Pelican Point,Wreck,Male,Adult,Industrial,Packaging Strap,Slight,Rescue Attempt,Failure,-,-,Escape,2021,5,1,1
5/5/2021,8:53:00,Pelican Point,Outside,Male,Juvenile,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,90,-,2021,5,3,1
5/5/2021,8:52:00,Pelican Point,Outside,Female,Juvenile,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,Net,89,-,2021,5,3,1
5/5/2021,8:51:00,Pelican Point,Outside,Unknown,Juvenile,Fishing,Recreational Line,Very Severe,Rescue Attempt,Failure,-,-,Escape,2021,5,4,1
5/5/2021,9:15:00,Pelican Point,Lighthouse (N),Male,Juvenile,Industrial,Clothing,,Rescue Attempt,Item Removed,Net,91,Hard Hat Lining,2021,5,,1
5/4/2021,9:04:00,Pelican Point,Outside,Male,Subadult,Domestic,Plastic Bag,,Rescue Attempt,Failure,-,-,Escape,2021,5,,1
5/4/2021,8:33:00,Pelican Point,Inside,Male,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,,88,-,2021,5,,1
5/4/2021,7:52:00,Pelican Point,Wreck,Female,Pup,Fishing,Net,Very Severe,Rescue Attempt,Item Removed,Net,86,-,2021,5,4,1
5/4/2021,9:03:00,Pelican Point,Outside,Male,Subadult,Industrial,Rope,Slight,Rescue Attempt,Failure,-,-,Escape,2021,5,1,1
5/4/2021,8:18:00,Pelican Point,Jetty,Male,Pup,Industrial,Gasket,,Rescue Attempt,Item Removed,,87,-,2021,5,,1
5/3/2021,9:08:00,Pelican Point,Point,Male,Pup,Domestic,Plastic Wrap,,Rescue Attempt,Item Removed,,85,-,2021,5,,1
5/3/2021,8:43:00,Pelican Point,Outside,Unknown,Pup,Fishing,Recreational Line,,Rescue Attempt,Failure,-,-,Escape,2021,5,,1
5/3/2021,7:45:00,Pelican Point,Wreck,Unknown,Pup,Fishing,Net,Slight,Sighting,-,-,-,Animal Lost Within The Group,2021,5,1,1
5/3/2021,7:44:00,Pelican Point,Wreck,Unknown,Juvenile,Fishing,Commercial Line,Severe,Sighting,-,-,-,Animal Too Close To The Water,2021,5,3,1
5/3/2021,8:12:00,Pelican Point,Outside,Female,Adult,Industrial,Rope,Slight,Rescue Attempt,Item Removed,Net,84,-,2021,5,1,1
5/3/2021,8:00:00,Pelican Point,Outside,Male,Adult,Industrial,Rope,Severe,Sighting,-,-,-,Animal Too Close To The Water,2021,5,3,1
4/30/2021,9:02:00,Pelican Point,Inside,Female,Pup,Fishing,Hook,Very Severe,Rescue Attempt,Item Removed,,83,-,2021,4,4,1
4/30/2021,8:41:00,Pelican Point,Point,Female,Adult,Fishing,Net,Severe,Rescue Attempt,Item Removed,Net,82,-,2021,4,3,1
4/30/2021,7:59:00,Pelican Point,Outside,Male,Subadult,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,81,-,2021,4,,1
4/28/2021,9:59:00,Pelican Point,Wreck,Male,Pup,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,,80,-,2021,4,4,1
4/28/2021,8:50:00,Pelican Point,Outside,Female,Juvenile,Fishing,Net,Slight,Rescue Attempt,Item Removed,Net,78,-,2021,4,1,1
4/28/2021,8:11:00,Pelican Point,Outside,Female,Adult,Fishing,Recreational Line,Slight,Rescue Attempt,Item Removed,Net,77,-,2021,4,1,1
4/28/2021,9:39:00,Pelican Point,Inside,Female,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,,79,-,2021,4,,1
4/28/2021,8:12:00,Pelican Point,Outside,Unknown,Juvenile,Industrial,Rope,,Sighting,-,-,-,Animal Lost Within The Group,2021,4,,1
4/26/2021,9:01:00,Pelican Point,Outside,Female,Juvenile,Domestic,Plastic Bag,,Rescue Attempt,Item Removed,Net,70,-,2021,4,,1
4/26/2021,9:02:00,Pelican Point,Outside,Male,Subadult,Fishing,Net,,Rescue Attempt,Item Removed,Net,71,-,2021,4,,1
4/26/2021,10:24:00,Pelican Point,Wreck,Unknown,Pup,Industrial,Packaging Strap,Severe,Rescue Attempt,Failure,-,-,Escape,2021,4,3,1
4/26/2021,10:09:00,Pelican Point,Jetty,Male,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,,76,-,2021,4,,1
4/26/2021,9:45:00,Pelican Point,Inside,Female,Pup,Industrial,Rope,Severe,Rescue Attempt,Item Removed,,75,-,2021,4,3,1
4/26/2021,9:44:00,Pelican Point,Inside,Male,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,,74,-,2021,4,,1
4/26/2021,9:19:00,Pelican Point,Point,Male,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,73,-,2021,4,,1
4/26/2021,9:18:00,Pelican Point,Point,Female,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,,72,-,2021,4,,1
4/26/2021,8:26:00,Pelican Point,Outside,Female,Juvenile,Industrial,Rope,Slight,Rescue Attempt,Item Removed,Net,69,-,2021,4,1,1
4/26/2021,8:14:00,Pelican Point,Outside,Male,Adult,Industrial,Packaging Strap,Slight,Rescue Attempt,Failure,-,-,Escape,2021,4,1,1
4/23/2021,9:02:00,Pelican Point,Outside,Female,Pup,Domestic,Plastic Wrap,,Rescue Attempt,Item Removed,,63,-,2021,4,,1
4/23/2021,9:55:00,Pelican Point,Jetty,Male,Subadult,Fishing,Net,Severe,Rescue Attempt,Item Removed,Net,68,-,2021,4,3,1
4/23/2021,9:25:00,Pelican Point,Outside,Female,Pup,Fishing,Recreational Line,,Rescue Attempt,Item Removed,,67,-,2021,4,,1
4/23/2021,9:24:00,Pelican Point,Outside,Male,Pup,Fishing,Recreational Line,,Rescue Attempt,Item Removed,,66,-,2021,4,,1
4/23/2021,9:07:00,Pelican Point,Outside,Female,Pup,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,,64,-,2021,4,4,1
4/23/2021,8:24:00,Pelican Point,Inside,Male,Pup,Fishing,Recreational Line,Very Severe,Rescue Attempt,Item Removed,,62,-,2021,4,4,1
4/23/2021,9:54:00,Pelican Point,Jetty,Unknown,Pup,Industrial,Rope,Slight,Sighting,-,-,-,Animal Lost Within The Group,2021,4,1,1
4/23/2021,9:12:00,Pelican Point,Inside,Female,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,Net,65,-,2021,4,,1
4/23/2021,9:01:00,Pelican Point,Inside,Unknown,Pup,Industrial,Rope,Slight,Sighting,-,-,-,Animal Lost Within The Group,2021,4,1,1
4/23/2021,10:10:00,Pelican Point,Wreck,Unknown,Subadult,Natural,Saint Joseph Shark Spike,Severe,Sighting,-,-,-,Animal Too Close To The Water,2021,4,3,1
4/21/2021,9:04:00,Pelican Point,Outside,Male,Pup,Domestic,Plastic Wrap,,Rescue Attempt,Item Removed,,61,-,2021,4,,1
4/21/2021,8:58:00,Pelican Point,Outside,Female,Subadult,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,60,-,2021,4,,1
4/21/2021,7:37:00,Pelican Point,Wreck,Male,Adult,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,59,-,2021,4,,1
4/20/2021,8:52:00,Pelican Point,Inside,Female,Juvenile,Industrial,Rope,Severe,Rescue Attempt,Item Removed,Net,58,-,2021,4,3,1
4/17/2021,10:24:00,Pelican Point,Wreck,Unknown,Pup,Fishing,Net,Slight,Sighting,-,-,-,Animal Too Close To The Water,2021,4,1,1
4/17/2021,9:00:00,Pelican Point,Inside,Male,Pup,Fishing,Recreational Line,Severe,Rescue Attempt,Item Removed,,57,#NAME?,2021,4,3,1
4/17/2021,10:09:00,Pelican Point,Inside,Unknown,Pup,Industrial,Packaging Strap,Slight,Rescue Attempt,Failure,-,-,Escape,2021,4,1,1
4/17/2021,9:27:00,Pelican Point,Outside,Unknown,Subadult,Industrial,Packaging Strap,Slight,Sighting,-,-,-,Animal In The Water,2021,4,1,1
4/17/2021,8:59:00,Pelican Point,Inside,Female,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,,56,#NAME?,2021,4,,1
4/17/2021,8:58:00,Pelican Point,Inside,Unknown,Pup,Industrial,Packaging Strap,Slight,Sighting,-,-,-,Animal Too Close To The Water,2021,4,1,1
4/15/2021,8:36:00,Pelican Point,Lighthouse (N),Unknown,Juvenile,Fishing,Commercial Line,Slight,Rescue Attempt,Failure,-,-,Escape,2021,4,1,1
4/14/2021,9:22:00,Pelican Point,Outside,Male,Adult,Fishing,Commercial Line,Severe,Rescue Attempt,Failure,-,-,Escape,2021,4,3,1
4/14/2021,9:11:00,Pelican Point,Outside,Male,Pup,Fishing,Recreational Line,,Rescue Attempt,Item Removed,Net,55,-,2021,4,,1
4/14/2021,8:27:00,Pelican Point,Inside,Male,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,,54,#NAME?,2021,4,,1
4/14/2021,8:57:00,Pelican Point,Outside,Female,Subadult,Industrial,Packaging Strap,Slight,Rescue Attempt,Failure,-,-,Escape,2021,4,1,1
4/12/2021,8:50:00,Pelican Point,Lighthouse (N),Male,Subadult,Industrial,Clothing,Very Severe,Rescue Attempt,Item Removed,Net,53,Boot Cuff,2021,4,4,1
4/9/2021,8:35:00,Pelican Point,Inside,Female,Adult,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,52,-,2021,4,,1
4/9/2021,9:16:00,Pelican Point,Point,Female,Pup,Industrial,Clothing,Deceased Animal,Sighting,-,-,-,Glove Cuff,2021,4,,1
4/9/2021,8:06:00,Pelican Point,Jetty,Male,Adult,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,51,-,2021,4,,1
4/3/2021,10:44:00,Cape Cross,Beach (S),Female,Adult,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,50,-,2021,4,,1
4/3/2021,8:28:00,Cape Cross,Walkway,Male,Pup,Fishing,Recreational Line,,Rescue Attempt,Item Removed,,49,-,2021,4,,1
3/31/2021,8:10:00,Pelican Point,Wreck,Male,Adult,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,48,-,2021,3,,1
3/29/2021,8:42:00,Pelican Point,Outside,Male,Subadult,Domestic,Clothing,,Rescue Attempt,Item Removed,Net,47,Hat,2021,3,,1
3/29/2021,7:27:00,Pelican Point,Wreck,Male,Adult,Industrial,Packaging Strap,Very Severe,Rescue Attempt,Item Removed,Net,46,-,2021,3,4,1
3/24/2021,7:58:00,Pelican Point,Inside,Female,Adult,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,45,-,2021,3,4,1
3/23/2021,7:43:00,Pelican Point,Lighthouse (N),Male,Subadult,Fishing,Commercial Line,Very Severe,Rescue Attempt,Item Removed,Net,44,-,2021,3,4,1
3/16/2021,16:23:00,Other,Mowe Bay,Male,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,Net,43,-,2021,3,,1
3/14/2021,8:58:00,Other,Mowe Bay,Male,Juvenile,Industrial,Rope,Slight,Rescue Attempt,Item Removed,Net,42,-,2021,3,1,1
3/14/2021,8:40:00,Other,Mowe Bay,Female,Subadult,Industrial,Rope,,Rescue Attempt,Item Removed,Net,41,-,2021,3,,1
3/14/2021,7:56:00,Other,Mowe Bay,Male,Subadult,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,40,-,2021,3,4,1
3/14/2021,7:40:00,Other,Mowe Bay,Female,Subadult,Industrial,Packaging Strap,Very Severe,Rescue Attempt,Item Removed,Net,39,-,2021,3,4,1
3/13/2021,9:45:00,Cape Cross,Parking,Male,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,38,-,2021,3,,1
3/12/2021,8:30:00,Pelican Point,Wreck,Male,Adult,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,37,-,2021,3,,1
3/8/2021,8:27:00,Pelican Point,Inside,Female,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,,36,-,2021,3,,1
3/5/2021,8:45:00,Pelican Point,Outside,Female,Adult,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,Net,35,-,2021,3,1,1
3/3/2021,8:11:00,Pelican Point,Wreck,Female,Subadult,Industrial,Rope,Severe,Rescue Attempt,Failure,-,-,Escape,2021,3,3,1
3/3/2021,8:10:00,Pelican Point,Wreck,Male,Adult,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,34,-,2021,3,,1
3/3/2021,8:09:00,Pelican Point,Wreck,Female,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,,33,-,2021,3,,1
3/1/2021,9:09:00,Pelican Point,Wreck,Male,Adult,Fishing,Commercial Line,Severe,Rescue Attempt,Item Removed,Net,32,-,2021,3,3,1
3/1/2021,7:48:00,Pelican Point,Wreck,Male,Adult,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,31,-,2021,3,,1
2/24/2021,8:53:00,Pelican Point,Outside,Male,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,Net,30,-,2021,2,,1
2/24/2021,8:05:00,Pelican Point,Wreck,Female,Adult,Industrial,Rope,Slight,Rescue Attempt,Item Removed,Net,29,-,2021,2,1,1
2/22/2021,7:34:00,Pelican Point,Wreck,Male,Adult,Natural,Saint Joseph Shark Spike,Slight,Rescue Attempt,Item Removed,Net,28,-,2021,2,1,1
2/19/2021,9:18:00,Pelican Point,Jetty,Male,Juvenile,Industrial,Clothing,Very Severe,Rescue Attempt,Item Removed,Net,27,Glove Cuff,2021,2,4,1
2/17/2021,10:25:00,Cape Cross,Beach (N),Female,Pup,Domestic,Clothing,,Rescue Attempt,Item Removed,,26,T-shirt Thread,2021,2,,1
2/17/2021,9:51:00,Cape Cross,Walkway,Male,Pup,Industrial,Rope,,Rescue Attempt,Item Removed,,25,-,2021,2,,1
2/12/2021,7:43:00,Pelican Point,Wreck,Male,Adult,Industrial,Packaging Strap,Severe,Rescue Attempt,Item Removed,Net,24,-,2021,2,3,1
2/9/2021,18:38:00,Pelican Point,Inside,Male,Subadult,Fishing,Recreational Line,,Rescue Attempt,Item Removed,Net,23,-,2021,2,,1
2/9/2021,18:02:00,Pelican Point,Outside,Female,Adult,Fishing,Commercial Line,Slight,Rescue Attempt,Item Removed,Net,22,-,2021,2,1,1
2/5/2021,8:32:00,Cape Cross,Walkway,Female,Pup,Domestic,Plastic Wrap,,Rescue Attempt,Item Removed,,18,-,2021,2,,1
2/5/2021,10:28:00,Cape Cross,Parking,Female,Juvenile,Fishing,Recreational Line,Slight,Rescue Attempt,Item Removed,Net,21,-,2021,2,1,1
2/5/2021,9:39:00,Cape Cross,Beach (N),Male,Adult,Industrial,Gasket,,Rescue Attempt,Item Removed,Net,20,-,2021,2,,1
2/5/2021,8:42:00,Cape Cross,Beach (S),Male,Juvenile,Industrial,Rope,,Rescue Attempt,Item Removed,Net,19,-,2021,2,,1
2/5/2021,8:00:00,Cape Cross,Walkway,Male,Adult,Industrial,Rope,,Rescue Attempt,Item Removed,Net,17,-,2021,2,,1
2/4/2021,8:49:00,Pelican Point,Inside,Male,Pup,Fishing,Recreational Line,Slight,Rescue Attempt,Item Removed,Net,16,-,2021,2,1,1
1/29/2021,9:13:00,Pelican Point,Lighthouse (N),Male,Pup,Domestic,Plastic Wrap,,Rescue Attempt,Item Removed,,13,-,2021,1,,1
1/29/2021,9:31:00,Pelican Point,Outside,Male,Adult,Fishing,Commercial Line,,Rescue Attempt,Item Removed,Net,14,-,2021,1,,1
1/29/2021,9:51:00,Pelican Point,Wreck,Female,Subadult,Industrial,Rope,Very Severe,Rescue Attempt,Item Removed,Net,15,-,2021,1,4,1
1/29/2021,8:17:00,Pelican Point,Jetty,Female,Adult,Industrial,Rope,Severe,Rescue Attempt,Item Removed,Net,12,-,2021,1,3,1
1/28/2021,8:25:00,Pelican Point,Point,Male,Pup,Domestic,Plastic Wrap,,Rescue Attempt,Item Removed,,10,-,2021,1,,1
1/28/2021,8:43:00,Pelican Point,Outside,Female,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,,11,-,2021,1,,1
1/22/2021,7:52:00,Pelican Point,Jetty,Male,Pup,Industrial,Packaging Strap,,Rescue Attempt,Item Removed,,9,-,2021,1,,1
1/21/2021,8:43:00,Pelican Point,Inside,Female,Pup,Industrial,Other,,Rescue Attempt,Item Dropped,-,8,Bucket Sealing Ring,2021,1,,1
1/19/2021,7:06:00,Pelican Point,Wreck,Female,Pup,Fishing,Commercial Line,,Rescue Attempt,Item Removed,,7,#NAME?,2021,1,,1
